run,chamber,wheel,sector,station,avg_cluster_size,occupancy,avg_bx_dist,avg_no_of_clusters,avg_multiplicity,lumisections,type,avg_efficiency
321624,W-2_RB1in_S11,-2,11,1,2.00476,1263,0.37619,1.0,2.00476,1311,Cos,82.82615661599999
321624,W-2_RB1out_S11,-2,11,1,2.12966,1544,0.235862,1.0,2.12966,1311,Cos,90.8681259155
321624,W-2_RB2in_S11,-2,11,2,2.1102,2068,0.264286,1.0,2.1102,1311,Cos,94.45685958850001
321624,W-2_RB2out_S11,-2,11,2,1.89687,1876,0.238625,1.0,1.89687,1311,Cos,94.86935679133335
321624,W-2_RB3+_S11,-2,11,3,2.04575,939,0.0762527,1.0,2.04575,1311,Cos,94.949344635
321624,W-2_RB3-_S11,-2,11,3,1.86735,1098,0.14966,1.0,1.86735,1311,Cos,94.7540817265
321624,W-2_RB4_S11,-2,11,4,1.88613,1441,0.205497,1.0,1.88613,1311,Cos,95.63791275049999
321624,W-2_RB1in_S12,-2,12,1,2.11935,657,0.319355,1.0,2.11935,1311,Cos,91.5612106325
321624,W-2_RB1out_S12,-2,12,1,1.81982,606,0.279279,1.0,1.81982,1311,Cos,92.5750236515
321624,W-2_RB2in_S12,-2,12,2,2.42008,1181,0.237705,1.0,2.42008,1311,Cos,93.4882888795
321624,W-2_RB2out_S12,-2,12,2,1.91075,942,0.25355,1.0,1.91075,1311,Cos,94.14322916633334
321624,W-2_RB3+_S12,-2,12,3,0.0,0,0.0,0.0,0.0,1311,Cos,0.0
321624,W-2_RB3-_S12,-2,12,3,2.93808,949,0.111455,1.0,2.93808,1311,Cos,97.3477020265
321624,W-2_RB4+_S12,-2,12,4,1.91768,629,0.155488,1.0,1.91768,1311,Cos,94.39555740349999
321624,W-2_RB4-_S12,-2,12,4,1.66782,482,0.16955,1.0,1.66782,1311,Cos,94.4607048035
321624,W-1_RB1in_S01,-1,1,1,2.01754,115,-0.789474,1.0,2.01754,1311,Cos,92.2314834595
321624,W-1_RB1out_S01,-1,1,1,2.13514,79,-0.864865,1.0,2.13514,1311,Cos,93.03723525999999
321624,W-1_RB2in_S01,-1,1,2,2.31132,245,0.0188679,1.0,2.31132,1311,Cos,91.69951883966667
321624,W-1_RB2out_S01,-1,1,2,2.08046,181,0.0114943,1.0,2.08046,1311,Cos,92.334812164
321624,W-1_RB3+_S01,-1,1,3,0.0,0,0.0,0.0,0.0,1311,Cos,0.0
321624,W-1_RB3-_S01,-1,1,3,0.0,0,0.0,0.0,0.0,1311,Cos,0.0
321624,W-1_RB4+_S01,-1,1,4,1.75,7,0.0,1.0,1.75,1311,Cos,96.37937927249999
321624,W-1_RB4-_S01,-1,1,4,0.0,0,0.0,0.0,0.0,1311,Cos,0.0
321624,W-1_RB1in_S02,-1,2,1,2.3,2254,-0.993878,1.0,2.3,1311,Cos,92.22530365
321624,W-1_RB1out_S02,-1,2,1,2.4966,2202,-1.13039,1.0,2.4966,1311,Cos,92.889152527
321624,W-1_RB2in_S02,-1,2,2,2.24105,1627,-1.19421,1.0,2.24105,1311,Cos,93.60354868600001
321624,W-1_RB2out_S02,-1,2,2,1.8481,1168,-1.29272,1.0,1.8481,1311,Cos,93.523551941
321624,W-1_RB3+_S02,-1,2,3,1.80656,1046,-1.58722,1.0,1.80656,1311,Cos,95.71252059950001
321624,W-1_RB3-_S02,-1,2,3,1.9397,386,-1.58794,1.0,1.9397,1311,Cos,93.7779808045
321624,W-1_RB4+_S02,-1,2,4,0.0,0,0.0,0.0,0.0,1311,Cos,0.0
321624,W-1_RB4-_S02,-1,2,4,0.0,0,0.0,0.0,0.0,1311,Cos,0.0
321624,W-1_RB1in_S03,-1,3,1,2.18923,5611,-1.06048,1.0,2.18923,1311,Cos,91.929187775
321624,W-1_RB1out_S03,-1,3,1,2.35952,5946,-1.11508,1.0,2.35952,1311,Cos,95.15251922600001
321624,W-1_RB2in_S03,-1,3,2,1.77434,3790,-1.21489,1.0,1.77434,1311,Cos,92.28303019233333
321624,W-1_RB2out_S03,-1,3,2,1.80819,3488,-1.30949,1.0,1.80819,1311,Cos,92.261714935
321624,W-1_RB3+_S03,-1,3,3,1.62671,2375,-1.52808,1.0,1.62671,1311,Cos,94.863121033
321624,W-1_RB3-_S03,-1,3,3,1.7112,1345,-1.53435,1.0,1.7112,1311,Cos,94.7867965695
321624,W-1_RB4+_S03,-1,3,4,1.71678,1576,-1.85948,1.0,1.71678,1311,Cos,94.948776245
321624,W-1_RB4-_S03,-1,3,4,1.53275,702,-1.89083,1.0,1.53275,1311,Cos,93.483325958
321624,W-1_RB1in_S04,-1,4,1,2.35997,17072,-1.00346,1.0,2.35997,1311,Cos,94.1058807375
321624,W-1_RB1out_S04,-1,4,1,1.95348,3737,-1.115,1.0,1.95348,1311,Cos,46.2402849750544
321624,W-1_RB2in_S04,-1,4,2,1.67768,13611,-1.22458,1.0,1.67768,1311,Cos,87.151128133
321624,W-1_RB2out_S04,-1,4,2,0.0,0,0.0,0.0,0.0,1311,Cos,0.0
321624,W-1_RB3+_S04,-1,4,3,1.88961,7908,-1.65066,1.0,1.88961,1311,Cos,94.268501282
321624,W-1_RB3-_S04,-1,4,3,1.65028,8494,-1.63085,1.0,1.65028,1311,Cos,94.259098053
321624,W-1_RB4++_S04,-1,4,4,0.0,0,0.0,0.0,0.0,1311,Cos,0.0
321624,W-1_RB4+_S04,-1,4,4,0.0,0,0.0,0.0,0.0,1311,Cos,0.0
321624,W-1_RB4--_S04,-1,4,4,1.57998,1610,-1.88518,1.0,1.57998,1311,Cos,92.3421401975
321624,W-1_RB4-_S04,-1,4,4,1.49124,6217,-1.8496,1.0,1.49124,1311,Cos,94.362800598
321624,W-1_RB1in_S05,-1,5,1,2.05551,4999,-0.981497,1.0,2.05551,1311,Cos,92.30630874650001
321624,W-1_RB1out_S05,-1,5,1,2.1799,5380,-1.07455,1.0,2.1799,1311,Cos,95.8380088805
321624,W-1_RB2in_S05,-1,5,2,1.82218,5882,-1.18897,1.0,1.82218,1311,Cos,94.04116567
321624,W-1_RB2out_S05,-1,5,2,1.92352,5684,-1.29137,1.0,1.92352,1311,Cos,96.38229370100001
321624,W-1_RB3+_S05,-1,5,3,2.26964,2340,-1.44811,1.0,2.26964,1311,Cos,95.369392395
321624,W-1_RB3-_S05,-1,5,3,1.92948,3037,-1.46252,1.0,1.92948,1311,Cos,95.757499695
321624,W-1_RB4+_S05,-1,5,4,0.0,0,0.0,0.0,0.0,1311,Cos,0.0
321624,W-1_RB4-_S05,-1,5,4,0.0,0,0.0,0.0,0.0,1311,Cos,0.0
321624,W-1_RB1in_S06,-1,6,1,2.08291,1231,-0.94247,1.0,2.08291,1311,Cos,92.4561958315
321624,W-1_RB1out_S06,-1,6,1,2.0423,1207,-1.04907,1.0,2.0423,1311,Cos,94.2840766905
321624,W-1_RB2in_S06,-1,6,2,2.23095,1903,-1.16413,1.0,2.23095,1311,Cos,91.043548584
321624,W-1_RB2out_S06,-1,6,2,1.85976,1525,-1.31098,1.0,1.85976,1311,Cos,95.0434417725
321624,W-1_RB3+_S06,-1,6,3,1.51515,250,-1.50909,1.0,1.51515,1311,Cos,86.5517692565
321624,W-1_RB3-_S06,-1,6,3,1.6632,800,-1.50104,1.0,1.6632,1311,Cos,92.9403038025
321624,W-1_RB4+_S06,-1,6,4,1.66667,75,-1.71111,1.0,1.66667,1311,Cos,92.7478027345
321624,W-1_RB4-_S06,-1,6,4,2.09574,788,-1.69149,1.0,2.09574,1311,Cos,81.49153518649999
321624,W-1_RB1in_S07,-1,7,1,2.25,153,0.0735294,1.0,2.25,1311,Cos,92.836013794
321624,W-1_RB1out_S07,-1,7,1,1.85417,89,-0.0416667,1.0,1.85417,1311,Cos,93.45051956200001
321624,W-1_RB2in_S07,-1,7,2,1.38095,29,-1.04762,1.0,1.38095,1311,Cos,81.00382486966667
321624,W-1_RB2out_S07,-1,7,2,2.0,24,-1.33333,1.0,2.0,1311,Cos,45.0178642275
321624,W-1_RB3+_S07,-1,7,3,1.57143,66,0.142857,1.0,1.57143,1311,Cos,91.66761779800001
321624,W-1_RB3-_S07,-1,7,3,1.8,9,-1.8,1.0,1.8,1311,Cos,94.1125411985
321624,W-1_RB4+_S07,-1,7,4,0.0,0,0.0,0.0,0.0,1311,Cos,0.0
321624,W-1_RB4-_S07,-1,7,4,0.0,0,0.0,0.0,0.0,1311,Cos,0.0
321624,W-1_RB1in_S08,-1,8,1,1.99553,3574,0.214964,1.0,1.99553,1311,Cos,91.648662567
321624,W-1_RB1out_S08,-1,8,1,2.03833,3616,0.126268,1.0,2.03833,1311,Cos,91.971370697
321624,W-1_RB2in_S08,-1,8,2,1.93586,3169,0.154551,1.0,1.93586,1311,Cos,93.87596130366667
321624,W-1_RB2out_S08,-1,8,2,2.24785,3401,0.216127,1.0,2.24785,1311,Cos,93.62122726449999
321624,W-1_RB3+_S08,-1,8,3,1.80172,1672,0.146552,1.0,1.80172,1311,Cos,90.3479499815
321624,W-1_RB3-_S08,-1,8,3,1.8247,1197,0.181402,1.0,1.8247,1311,Cos,94.3771591185
321624,W-1_RB4+_S08,-1,8,4,0.0,0,0.0,0.0,0.0,1311,Cos,0.0
321624,W-1_RB4-_S08,-1,8,4,0.0,0,0.0,0.0,0.0,1311,Cos,0.0
321624,W-1_RB1in_S09,-1,9,1,2.10131,6409,0.186557,1.0,2.10131,1311,Cos,92.86217498799999
321624,W-1_RB1out_S09,-1,9,1,2.32642,6956,0.1699,1.0,2.32642,1311,Cos,95.76121521
321624,W-1_RB2in_S09,-1,9,2,1.86163,5449,0.172532,1.0,1.86163,1311,Cos,93.48686981166668
321624,W-1_RB2out_S09,-1,9,2,1.73867,4644,0.199176,1.0,1.73867,1311,Cos,93.84862899800001
321624,W-1_RB3+_S09,-1,9,3,1.77844,2392,0.127138,1.0,1.77844,1311,Cos,93.776485443
321624,W-1_RB3-_S09,-1,9,3,1.65628,2019,0.14192,1.0,1.65628,1311,Cos,89.3295516965
321624,W-1_RB4_S09,-1,9,4,1.87379,2895,0.124919,1.0,1.87379,1311,Cos,94.22274398799999
321624,W-1_RB1in_S10,-1,10,1,2.33736,7164,0.181729,1.0,2.33736,1311,Cos,94.133972168
321624,W-1_RB1out_S10,-1,10,1,1.98274,6089,0.100293,1.0,1.98274,1311,Cos,95.678329468
321624,W-1_RB2in_S10,-1,10,2,1.88283,6010,0.179511,1.0,1.88283,1311,Cos,94.39513142933333
321624,W-1_RB2out_S10,-1,10,2,2.0572,6114,0.109017,1.0,2.0572,1311,Cos,95.974849701
321624,W-1_RB3+_S10,-1,10,3,2.10007,2896,0.161711,1.00073,2.1016,1311,Cos,76.4619884495
321624,W-1_RB3-_S10,-1,10,3,1.87994,2568,0.119327,1.0,1.87994,1311,Cos,76.7372226715
321624,W-1_RB4+_S10,-1,10,4,1.89251,2958,0.0607806,1.0,1.89251,1311,Cos,93.5540161135
321624,W-1_RB4-_S10,-1,10,4,1.78203,2698,0.124174,1.0,1.78203,1311,Cos,92.60618591299999
321624,W-1_RB1in_S11,-1,11,1,2.23434,5101,0.148489,1.00044,2.23532,1311,Cos,93.2692108155
321624,W-1_RB1out_S11,-1,11,1,2.07322,4785,0.105719,1.00043,2.07412,1311,Cos,96.16280365
321624,W-1_RB2in_S11,-1,11,2,1.88408,4486,0.144477,1.00042,1.88487,1311,Cos,89.715713501
321624,W-1_RB2out_S11,-1,11,2,1.94927,4534,0.196045,1.00043,1.95011,1311,Cos,95.970314026
321624,W-1_RB3+_S11,-1,11,3,1.8381,1351,0.157823,1.00136,1.8406,1311,Cos,67.54927253700001
321624,W-1_RB3-_S11,-1,11,3,0.0,0,0.0,0.0,0.0,1311,Cos,0.0
321624,W-1_RB4_S11,-1,11,4,1.96431,2422,0.154096,1.0,1.96431,1311,Cos,95.446178436
321624,W-1_RB1in_S12,-1,12,1,2.07373,1997,0.194185,1.0,2.07373,1311,Cos,93.77336883550001
321624,W-1_RB1out_S12,-1,12,1,1.91507,1804,0.218684,1.0,1.91507,1311,Cos,93.203964233
321624,W-1_RB2in_S12,-1,12,2,2.05457,2560,0.212681,1.0,2.05457,1311,Cos,94.72043863933334
321624,W-1_RB2out_S12,-1,12,2,1.59118,1588,0.103206,1.0,1.59118,1311,Cos,82.3397636415
321624,W-1_RB3+_S12,-1,12,3,0.0,0,0.0,0.0,0.0,1311,Cos,0.0
321624,W-1_RB3-_S12,-1,12,3,1.70639,988,0.146805,1.0,1.70639,1311,Cos,94.9585380555
321624,W-1_RB4+_S12,-1,12,4,1.54262,742,0.16632,1.0,1.54262,1311,Cos,88.3332481385
321624,W-1_RB4-_S12,-1,12,4,1.67056,715,0.203271,1.0,1.67056,1311,Cos,95.201377869
321624,W+0_RB1in_S01,0,1,1,2.38554,198,-0.86747,1.0,2.38554,1311,Cos,90.52180862450001
321624,W+0_RB1out_S01,0,1,1,2.37255,121,-1.0,1.0,2.37255,1311,Cos,92.8885879515
321624,W+0_RB2in_S01,0,1,2,2.14126,576,0.0148699,1.0,2.14126,1311,Cos,92.38634236666667
321624,W+0_RB2out_S01,0,1,2,1.66019,342,-0.0339806,1.0,1.66019,1311,Cos,84.473152161
321624,W+0_RB3+_S01,0,1,3,2.0,62,-1.32258,1.0,2.0,1311,Cos,94.9453125
321624,W+0_RB3-_S01,0,1,3,1.42529,124,0.16092,1.0,1.42529,1311,Cos,93.0579452515
321624,W+0_RB4+_S01,0,1,4,0.0,0,0.0,0.0,0.0,1311,Cos,0.0
321624,W+0_RB4-_S01,0,1,4,0.0,0,0.0,0.0,0.0,1311,Cos,0.0
321624,W+0_RB1in_S02,0,2,1,2.05218,3107,-0.964993,1.0,2.05218,1311,Cos,88.0867996215
321624,W+0_RB1out_S02,0,2,1,2.33455,3203,-1.12391,1.0,2.33455,1311,Cos,95.665668488
321624,W+0_RB2in_S02,0,2,2,2.03438,2071,-1.08153,1.0,2.03438,1311,Cos,89.30584208166668
321624,W+0_RB2out_S02,0,2,2,2.01682,1799,-1.18834,1.0,2.01682,1311,Cos,95.67660141
321624,W+0_RB3+_S02,0,2,3,2.01808,1451,-1.6509,1.0,2.01808,1311,Cos,94.8112373355
321624,W+0_RB3-_S02,0,2,3,2.07171,520,-1.59761,1.0,2.07171,1311,Cos,87.616706848
321624,W+0_RB4+_S02,0,2,4,2.1036,934,-1.82432,1.0,2.1036,1311,Cos,87.64754867549999
321624,W+0_RB4-_S02,0,2,4,1.7125,137,-1.8625,1.0,1.7125,1311,Cos,91.94793701200001
321624,W+0_RB1in_S03,0,3,1,2.19039,11620,-0.93082,1.0,2.19039,1311,Cos,93.6604385375
321624,W+0_RB1out_S03,0,3,1,2.16024,9801,-1.067,1.0,2.16024,1311,Cos,96.39006423949999
321624,W+0_RB2in_S03,0,3,2,2.87983,10808,-1.17906,1.0,2.87983,1311,Cos,91.66771698000001
321624,W+0_RB2out_S03,0,3,2,1.8759,6001,-1.29728,1.0,1.8759,1311,Cos,93.333972931
321624,W+0_RB3+_S03,0,3,3,1.86267,3608,-1.34899,1.0,1.86267,1311,Cos,95.97170639000001
321624,W+0_RB3-_S03,0,3,3,1.94727,2031,-1.40268,1.0,1.94727,1311,Cos,74.1416416165
321624,W+0_RB4+_S03,0,3,4,1.69236,2745,-1.68989,1.0,1.69236,1311,Cos,94.504173279
321624,W+0_RB4-_S03,0,3,4,1.84054,1362,-1.73919,1.0,1.84054,1311,Cos,93.7486953735
321624,W+0_RB1in_S04,0,4,1,1.96779,22480,-0.9059,1.0,1.96779,1311,Cos,93.768810272
321624,W+0_RB1out_S04,0,4,1,2.02308,21390,-0.998203,1.0,2.02308,1311,Cos,95.0248565675
321624,W+0_RB2in_S04,0,4,2,1.89189,20054,-1.08019,1.0,1.89189,1311,Cos,95.33227793366667
321624,W+0_RB2out_S04,0,4,2,1.91596,18330,-1.17372,1.0,1.91596,1311,Cos,95.125797272
321624,W+0_RB3+_S04,0,4,3,0.0,0,0.0,0.0,0.0,1311,Cos,0.0
321624,W+0_RB3-_S04,0,4,3,1.54924,7063,-1.41018,1.0,1.54924,1311,Cos,93.2363128665
321624,W+0_RB4++_S04,0,4,4,1.63658,1396,-1.72685,1.0,1.63658,1311,Cos,92.6760025025
321624,W+0_RB4+_S04,0,4,4,1.77678,5524,-1.70312,1.0,1.77678,1311,Cos,94.33507919300001
321624,W+0_RB4--_S04,0,4,4,1.65152,1635,-1.76162,1.0,1.65152,1311,Cos,94.1352348325
321624,W+0_RB4-_S04,0,4,4,1.54797,4647,-1.76449,1.0,1.54797,1311,Cos,93.9992866515
321624,W+0_RB1in_S05,0,5,1,2.07757,7874,-0.919525,1.0,2.07757,1311,Cos,93.31813812249999
321624,W+0_RB1out_S05,0,5,1,2.1703,7366,-1.01621,1.0,2.1703,1311,Cos,96.1147537235
321624,W+0_RB2in_S05,0,5,2,1.44772,4029,-1.08085,1.0,1.44772,1311,Cos,70.17502594
321624,W+0_RB2out_S05,0,5,2,1.74184,5337,-1.25751,1.0,1.74184,1311,Cos,90.4972801205
321624,W+0_RB3+_S05,0,5,3,1.69836,1965,-1.38634,1.0,1.69836,1311,Cos,93.4283180235
321624,W+0_RB3-_S05,0,5,3,1.8618,3085,-1.37055,1.0,1.8618,1311,Cos,96.18175888100001
321624,W+0_RB4+_S05,0,5,4,1.65284,1195,-1.75242,1.0,1.65284,1311,Cos,92.9420166015
321624,W+0_RB4-_S05,0,5,4,1.49375,2033,-1.6892,1.0,1.49375,1311,Cos,91.76629638649999
321624,W+0_RB1in_S06,0,6,1,2.52682,2638,-0.94636,1.0,2.52682,1311,Cos,92.865036011
321624,W+0_RB1out_S06,0,6,1,2.26958,2231,-0.996948,1.0,2.26958,1311,Cos,95.6568336485
321624,W+0_RB2in_S06,0,6,2,2.17001,2706,-1.06656,1.0,2.17001,1311,Cos,95.07235463466667
321624,W+0_RB2out_S06,0,6,2,2.16621,2372,-1.28219,1.0,2.16621,1311,Cos,95.0228996275
321624,W+0_RB3+_S06,0,6,3,1.76293,409,-1.375,1.0,1.76293,1311,Cos,93.479660034
321624,W+0_RB3-_S06,0,6,3,1.77632,1080,-1.42763,1.0,1.77632,1311,Cos,95.27494812
321624,W+0_RB4+_S06,0,6,4,1.61856,157,-1.6701,1.0,1.61856,1311,Cos,90.9552230835
321624,W+0_RB4-_S06,0,6,4,1.59491,815,-1.76908,1.0,1.59491,1311,Cos,94.22115707399999
