chamber,fid_eff_ch_level
W-2_RB1in_S01,96.5793571472168
W-2_RB1out_S01,97.54813385009766
W-2_RB2in_S01,98.31005477905273
W-2_RB2out_S01,98.2768071492513
W-2_RB3-_S01,98.1521110534668
W-2_RB3+_S01,98.1368522644043
W-2_RB4-_S01,0.0
W-2_RB4+_S01,94.82758712768555
W-2_RB4--_S01,0.0
W-2_RB4++_S01,0.0
W-2_RB1in_S02,95.72793197631836
W-2_RB1out_S02,96.82865905761719
W-2_RB2in_S02,97.30298233032227
W-2_RB2out_S02,97.93645985921223
W-2_RB3-_S02,96.98548889160156
W-2_RB3+_S02,0.0
W-2_RB4-_S02,89.73856353759766
W-2_RB4+_S02,95.69988250732422
W-2_RB4--_S02,0.0
W-2_RB4++_S02,0.0
W-2_RB1in_S03,96.82460021972656
W-2_RB1out_S03,97.64110946655273
W-2_RB2in_S03,94.1911392211914
W-2_RB2out_S03,97.96565500895183
W-2_RB3-_S03,0.0
W-2_RB3+_S03,88.34754180908203
W-2_RB4-_S03,90.18996810913086
W-2_RB4+_S03,96.7967414855957
W-2_RB4--_S03,0.0
W-2_RB4++_S03,0.0
W-2_RB1in_S04,96.88805389404297
W-2_RB1out_S04,97.47114562988281
W-2_RB2in_S04,96.70072937011719
W-2_RB2out_S04,93.40672047932942
W-2_RB3-_S04,97.04906845092773
W-2_RB3+_S04,99.5465087890625
W-2_RB4-_S04,0.0
W-2_RB4+_S04,97.60529708862305
W-2_RB4--_S04,96.30902481079102
W-2_RB4++_S04,90.5021858215332
W-2_RB1in_S05,96.95973205566406
W-2_RB1out_S05,96.98389053344727
W-2_RB2in_S05,95.13406372070312
W-2_RB2out_S05,98.00845082600911
W-2_RB3-_S05,98.12061309814453
W-2_RB3+_S05,97.95497131347656
W-2_RB4-_S05,8.287482261657715
W-2_RB4+_S05,0.0
W-2_RB4--_S05,0.0
W-2_RB4++_S05,0.0
W-2_RB1in_S06,97.04073715209961
W-2_RB1out_S06,97.42633819580078
W-2_RB2in_S06,98.50348281860352
W-2_RB2out_S06,98.21615600585938
W-2_RB3-_S06,97.04884719848633
W-2_RB3+_S06,98.02688598632812
W-2_RB4-_S06,94.50238037109375
W-2_RB4+_S06,94.18137741088867
W-2_RB4--_S06,0.0
W-2_RB4++_S06,0.0
W-2_RB1in_S07,96.08246994018555
W-2_RB1out_S07,97.56881713867188
W-2_RB2in_S07,90.17403030395508
W-2_RB2out_S07,97.82465362548828
W-2_RB3-_S07,97.76056289672852
W-2_RB3+_S07,96.89189529418945
W-2_RB4-_S07,0.0
W-2_RB4+_S07,89.90514755249023
W-2_RB4--_S07,0.0
W-2_RB4++_S07,0.0
W-2_RB1in_S08,95.8692398071289
W-2_RB1out_S08,81.97971725463867
W-2_RB2in_S08,96.98843383789062
W-2_RB2out_S08,98.14047495524089
W-2_RB3-_S08,98.25718307495117
W-2_RB3+_S08,98.22441101074219
W-2_RB4-_S08,88.3493537902832
W-2_RB4+_S08,0.0
W-2_RB4--_S08,0.0
W-2_RB4++_S08,0.0
W-2_RB1in_S09,96.14330673217773
W-2_RB1out_S09,96.45792770385742
W-2_RB2in_S09,97.2292709350586
W-2_RB2out_S09,95.88035074869792
W-2_RB3-_S09,98.04786682128906
W-2_RB3+_S09,95.10651779174805
W-2_RB4_S09,96.15593338012695
W-2_RB4+_S09,0.0
W-2_RB4--_S09,0.0
W-2_RB4++_S09,0.0
W-2_RB1in_S10,96.73210144042969
W-2_RB1out_S10,94.84312057495117
W-2_RB2in_S10,98.82013320922852
